experiment,variant,sigma,sample_idx,phi,psi
original,baseline,1.0,166,-65.2367,151.525
original,baseline,1.0,167,-97.09499,126.091896
original,baseline,1.0,168,-49.19632,-52.042095
original,baseline,1.0,169,-50.57285,-98.61162
original,baseline,1.0,170,-126.57043,-26.54502
original,baseline,1.0,171,-53.315872,-41.098312
original,baseline,1.0,172,-66.61915,156.4371
original,baseline,1.0,173,-60.627502,-52.25479
original,baseline,1.0,174,-67.280396,-47.654137
original,baseline,1.0,175,-69.19485,-41.603485
original,baseline,1.0,176,-61.800797,-44.653896
original,baseline,1.0,177,-114.3841,113.74019
original,baseline,1.0,178,-105.29509,132.92194
original,baseline,1.0,179,-27.616928,164.32822
original,baseline,1.0,180,-136.6447,-28.972525
original,baseline,1.0,181,-60.03187,-40.831432
original,baseline,1.0,182,-70.8986,-41.42025
original,baseline,1.0,183,-64.30736,-57.230453
original,baseline,1.0,184,-106.37508,96.199974
original,baseline,1.0,185,-96.937294,74.79858
original,baseline,1.0,186,-57.715954,-48.3815
original,baseline,1.0,187,-54.0059,-36.647087
original,baseline,1.0,188,-114.77839,127.64708
original,baseline,1.0,189,-98.93458,97.57695
original,baseline,1.0,190,41.73539,50.91358
original,baseline,1.0,191,43.77082,9.715524
original,baseline,1.0,192,-52.777027,-46.175785
original,baseline,1.0,193,-53.394547,-56.571953
original,baseline,1.0,194,-55.52026,-47.607704
original,baseline,1.0,195,-50.853157,-66.67098
original,baseline,1.0,196,-139.82437,148.9405
original,baseline,1.0,197,-110.011055,141.72824
original,baseline,1.0,198,-130.32275,171.09883
original,baseline,1.0,199,-65.47144,-35.538136
original,physics,0.01,0,-73.80908,-21.35346
original,physics,0.01,1,-72.83047,-22.776794
original,physics,0.01,2,-73.059784,-22.451014
original,physics,0.01,3,-73.76916,-21.367058
original,physics,0.01,4,-73.06244,-22.479645
original,physics,0.01,5,-73.67284,-21.518024
original,physics,0.01,6,-73.47409,-21.84222
original,physics,0.01,7,-73.37129,-22.01148
original,physics,0.01,8,-72.82263,-22.764765
original,physics,0.01,9,-73.203835,-22.266712
original,physics,0.01,10,-72.91893,-22.657732
original,physics,0.01,11,-72.91772,-22.627773
original,physics,0.01,12,-73.288734,-22.148972
original,physics,0.01,13,-72.959816,-22.564596
original,physics,0.01,14,-73.490425,-21.774006
original,physics,0.01,15,-73.4374,-21.922928
original,physics,0.01,16,-73.48132,-21.790854
original,physics,0.01,17,-73.63337,-21.582317
original,physics,0.01,18,-73.7737,-21.399738
original,physics,0.01,19,-73.274345,-22.169415
original,physics,0.01,20,-72.90201,-22.679317
original,physics,0.01,21,-73.1376,-22.347412
original,physics,0.01,22,-73.18444,-22.309113
original,physics,0.01,23,-73.69195,-21.530754
original,physics,0.01,24,-73.60102,-21.668133
original,physics,0.01,25,-73.37629,-21.990955
original,physics,0.01,26,-73.844246,-21.369375
original,physics,0.01,27,-72.354805,-23.456665
original,physics,0.01,28,-73.81258,-20.03623
original,physics,0.01,29,-72.82683,-22.81857
original,physics,0.01,30,-72.812546,-22.845041
original,physics,0.01,31,-72.43049,-23.302649
original,physics,0.01,32,-73.045105,-22.451002
original,physics,0.01,33,-73.03837,-22.514555
original,physics,0.01,34,-73.343796,-22.068466
original,physics,0.01,35,-73.68606,-21.488173
original,physics,0.01,36,-72.69012,-23.017288
original,physics,0.01,37,-73.32963,-22.054148
original,physics,0.01,38,-72.89821,-22.735619
original,physics,0.01,39,-73.8419,-21.397848
original,physics,0.01,40,-73.01158,-22.531502
original,physics,0.01,41,-73.25232,-22.18641
original,physics,0.01,42,-73.264275,-22.207735
original,physics,0.01,43,-73.49924,-21.808622
original,physics,0.01,44,-73.4481,-21.902985
original,physics,0.01,45,-72.94314,-22.593704
original,physics,0.01,46,-73.78127,-20.478498
original,physics,0.01,47,-72.8788,-22.699347
original,physics,0.01,48,-72.97912,-22.571115
original,physics,0.01,49,-73.213394,-22.228556
original,physics,0.01,50,-72.63353,-23.059223
original,physics,0.01,51,-74.09534,-20.112701
original,physics,0.01,52,-72.78765,-22.850752
original,physics,0.01,53,-73.8297,-21.335966
original,physics,0.01,54,-73.26308,-22.082193
original,physics,0.01,55,-73.47857,-21.834398
original,physics,0.01,56,-73.75704,-21.436317
original,physics,0.01,57,-73.23831,-22.162754
original,physics,0.01,58,-73.61613,-21.642578
original,physics,0.01,59,-72.6099,-23.122532
original,physics,0.01,60,-73.371056,-22.004683
original,physics,0.01,61,-72.46682,-23.335777
original,physics,0.01,62,-73.37591,-21.98002
original,physics,0.01,63,-73.28208,-22.053844
original,physics,0.01,64,-73.18833,-22.2522
original,physics,0.01,65,-73.11828,-22.353043
original,physics,0.01,66,-72.667145,-23.001032
original,physics,0.01,67,-73.210915,-22.192717
original,physics,0.01,68,-72.69693,-22.992907
original,physics,0.01,69,-73.01215,-22.500364
original,physics,0.01,70,-73.602844,-21.608717
original,physics,0.01,71,-73.7361,-21.492353
original,physics,0.01,72,-73.30492,-22.117674
original,physics,0.01,73,-73.358665,-21.93466
original,physics,0.01,74,-72.59247,-23.127531
original,physics,0.01,75,-72.12744,-23.841806
original,physics,0.01,76,-73.33899,-22.09793
original,physics,0.01,77,-73.22987,-22.258316
original,physics,0.01,78,-73.57903,-21.72771
original,physics,0.01,79,-74.02927,-21.069696
original,physics,0.01,80,-73.473724,-21.853525
original,physics,0.01,81,-73.66763,-21.597504
original,physics,0.01,82,-73.10748,-22.392668
original,physics,0.01,83,-73.01794,-22.464088
original,physics,0.01,84,-73.34523,-22.04517
original,physics,0.01,85,-72.794136,-22.808008
original,physics,0.01,86,-73.36246,-22.049227
original,physics,0.01,87,-72.868256,-22.70201
original,physics,0.01,88,-73.28645,-22.141426
original,physics,0.01,89,-73.167366,-22.224152
original,physics,0.01,90,-73.12,-22.398813
original,physics,0.01,91,-73.151436,-22.351515
original,physics,0.01,92,-73.028275,-22.46353
original,physics,0.01,93,-73.22101,-22.265179
original,physics,0.01,94,-73.18438,-22.324715
original,physics,0.01,95,-73.55737,-21.821383
original,physics,0.01,96,-73.25651,-22.1991
original,physics,0.01,97,-73.29163,-22.19299
original,physics,0.01,98,-73.03699,-22.496151
original,physics,0.01,99,-72.53082,-23.272177
original,physics,0.01,100,-73.19364,-22.297634
original,physics,0.01,101,-72.99316,-22.505903
original,physics,0.01,102,-73.15639,-22.304947
original,physics,0.01,103,-73.57331,-21.703976
original,physics,0.01,104,-73.755745,-21.062145
original,physics,0.01,105,-73.5447,-21.732239
original,physics,0.01,106,-74.060394,-20.695705
original,physics,0.01,107,-73.04739,-22.447784
original,physics,0.01,108,-73.09819,-22.417894
original,physics,0.01,109,-73.414154,-21.96686
original,physics,0.01,110,-73.10266,-22.42657
original,physics,0.01,111,-73.222664,-22.258938
original,physics,0.01,112,-73.427986,-21.9183
original,physics,0.01,113,-72.97638,-22.60243
original,physics,0.01,114,-73.41794,-21.912863
original,physics,0.01,115,-73.49571,-21.82267
original,physics,0.01,116,-72.57047,-23.202637
original,physics,0.01,117,-73.24854,-22.166348
original,physics,0.01,118,-73.68254,-21.595621
original,physics,0.01,119,-72.747856,-22.946112
original,physics,0.01,120,-72.91815,-22.64524
original,physics,0.01,121,-73.104256,-22.355207
original,physics,0.01,122,-73.156906,-22.332489
original,physics,0.01,123,-72.94035,-22.696507
original,physics,0.01,124,-73.687996,-21.53755
original,physics,0.01,125,-74.01025,-19.793207
original,physics,0.01,126,-73.61465,-21.632116
original,physics,0.01,127,-73.49054,-21.851603
original,physics,0.01,128,-73.14143,-22.361122
original,physics,0.01,129,-73.89156,-21.221981
original,physics,0.01,130,-72.82349,-22.786564
original,physics,0.01,131,-73.631836,-21.681719
original,physics,0.01,132,-72.817764,-22.726208
original,physics,0.01,133,-73.53653,-21.68163
original,physics,0.01,134,-73.79791,-21.394758
original,physics,0.01,135,-72.749306,-22.867754
original,physics,0.01,136,-73.1347,-22.358004
original,physics,0.01,137,-72.880775,-22.66577
original,physics,0.01,138,-73.22411,-22.181648
original,physics,0.01,139,-73.106346,-22.379868
original,physics,0.01,140,-74.065025,-21.05633
original,physics,0.01,141,-73.08847,-22.458927
original,physics,0.01,142,-73.1256,-22.320795
original,physics,0.01,143,-72.598305,-23.05865
original,physics,0.01,144,-72.989815,-22.6588
original,physics,0.01,145,-73.51992,-21.722872
original,physics,0.01,146,-72.48074,-23.317732
original,physics,0.01,147,-72.701546,-23.008806
original,physics,0.01,148,-73.01492,-22.477076
original,physics,0.01,149,-72.7632,-22.974089
original,physics,0.01,150,-73.080055,-22.428265
original,physics,0.01,151,-73.28117,-22.174934
original,physics,0.01,152,-73.705605,-21.478476
original,physics,0.01,153,-73.0167,-22.549463
original,physics,0.01,154,-72.678535,-22.975119
original,physics,0.01,155,-73.59715,-21.737415
original,physics,0.01,156,-73.23029,-22.124302
original,physics,0.01,157,-72.95701,-22.632679
original,physics,0.01,158,-73.4152,-21.87289
original,physics,0.01,159,-72.75889,-22.960436
original,physics,0.01,160,-73.3398,-22.056204
original,physics,0.01,161,-72.755424,-22.811842
original,physics,0.01,162,-73.03396,-22.493553
original,physics,0.01,163,-73.20465,-22.250292
original,physics,0.01,164,-72.671814,-23.045551
original,physics,0.01,165,-73.229225,-22.158234
original,physics,0.01,166,-72.647934,-22.950317
original,physics,0.01,167,-73.49592,-21.793535
original,physics,0.01,168,-73.6553,-21.606953
original,physics,0.01,169,-72.44189,-23.332237
original,physics,0.01,170,-73.482056,-21.885666
original,physics,0.01,171,-73.24905,-22.199913
original,physics,0.01,172,-73.47191,-21.843243
original,physics,0.01,173,-73.67522,-21.566927
original,physics,0.01,174,-72.96541,-22.564777
original,physics,0.01,175,-72.97098,-22.607376
original,physics,0.01,176,-72.843185,-22.769714
original,physics,0.01,177,-73.70044,-21.490297
original,physics,0.01,178,-72.714874,-22.909828
original,physics,0.01,179,-73.157486,-22.240894
original,physics,0.01,180,-73.63858,-21.597055
original,physics,0.01,181,-73.217094,-22.254316
original,physics,0.01,182,-72.938774,-22.581245
original,physics,0.01,183,-73.37033,-22.039742
original,physics,0.01,184,-72.684425,-22.976883
original,physics,0.01,185,-73.069176,-22.492884
original,physics,0.01,186,-73.73943,-21.447233
original,physics,0.01,187,-73.282036,-22.09745
original,physics,0.01,188,-72.92641,-22.58864
original,physics,0.01,189,-73.57853,-21.687244
original,physics,0.01,190,-73.31629,-22.04642
original,physics,0.01,191,-73.8421,-21.373024
original,physics,0.01,192,-73.37992,-21.961222
original,physics,0.01,193,-73.025826,-22.535263
original,physics,0.01,194,-72.765785,-22.820179
original,physics,0.01,195,-73.39909,-21.921696
original,physics,0.01,196,-73.423035,-21.975746
original,physics,0.01,197,-73.19,-22.297054
original,physics,0.01,198,-73.145065,-22.415794
original,physics,0.01,199,-73.11399,-22.367022
original,physics,0.05,0,-73.75511,-20.351286
original,physics,0.05,1,-73.35906,-22.504692
original,physics,0.05,2,-74.40357,-20.545101
original,physics,0.05,3,-73.84216,-18.144201
original,physics,0.05,4,-74.1064,-20.83173
original,physics,0.05,5,-72.70585,-23.012682
original,physics,0.05,6,-71.49755,-24.566872
original,physics,0.05,7,-73.03656,-22.689646
original,physics,0.05,8,-73.98295,-14.597384
original,physics,0.05,9,-73.54242,-21.736393
original,physics,0.05,10,-74.158676,-1.7717634
original,physics,0.05,11,-70.07776,-26.837858
original,physics,0.05,12,-74.422905,-17.222004
original,physics,0.05,13,-72.62023,-23.082354
original,physics,0.05,14,-71.66724,-24.548506
original,physics,0.05,15,-74.28954,-12.728632
original,physics,0.05,16,-73.98933,-11.16274
original,physics,0.05,17,-70.05004,-26.690554
original,physics,0.05,18,-72.069565,-23.923079
original,physics,0.05,19,-74.8956,-9.194777
original,physics,0.05,20,-70.232796,-26.396393
original,physics,0.05,21,-70.33176,-26.741709
original,physics,0.05,22,-73.84555,-19.851805
original,physics,0.05,23,-70.480225,-26.559244
original,physics,0.05,24,-73.64674,-21.548723
original,physics,0.05,25,-73.93395,-17.164616
original,physics,0.05,26,-74.322174,-13.150459
original,physics,0.05,27,-71.87907,-24.0937
original,physics,0.05,28,-72.28891,-23.955788
original,physics,0.05,29,-73.98162,-21.433855
original,physics,0.05,30,-71.1964,-25.11225
original,physics,0.05,31,-71.5325,-24.89928
original,physics,0.05,32,-74.46355,-8.430272
original,physics,0.05,33,-72.67066,-23.123142
original,physics,0.05,34,-74.53468,-20.56544
original,physics,0.05,35,-71.19108,-25.054516
original,physics,0.05,36,-69.56329,-27.54208
original,physics,0.05,37,-71.81187,-24.405201
original,physics,0.05,38,-73.24734,-19.83439
original,physics,0.05,39,-73.90794,-19.890005
original,physics,0.05,40,-73.94393,-13.823489
original,physics,0.05,41,-72.25297,-23.860556
original,physics,0.05,42,-73.80042,-21.496351
original,physics,0.05,43,-74.12462,-18.389908
original,physics,0.05,44,-74.297356,-19.595736
original,physics,0.05,45,-73.31661,-21.96227
original,physics,0.05,46,-73.03687,-19.72528
original,physics,0.05,47,-73.679,-21.771633
original,physics,0.05,48,-73.928734,-21.334047
original,physics,0.05,49,-74.53563,-11.347019
original,physics,0.05,50,-74.876144,-20.255226
original,physics,0.05,51,-73.9996,-18.836908
original,physics,0.05,52,-74.13058,-17.19097
original,physics,0.05,53,-73.454155,-13.201055
original,physics,0.05,54,-73.71256,-17.768833
original,physics,0.05,55,-74.0769,-20.184738
original,physics,0.05,56,-72.41602,-23.404297
original,physics,0.05,57,-72.519936,-23.005846
original,physics,0.05,58,-73.61813,-18.304483
original,physics,0.05,59,-71.79764,-23.843554
original,physics,0.05,60,-73.13806,-22.488142
original,physics,0.05,61,-73.52547,-21.512218
original,physics,0.05,62,-72.63827,-22.914375
original,physics,0.05,63,-74.49989,-19.876049
original,physics,0.05,64,-74.34013,-16.381147
original,physics,0.05,65,-72.6195,-23.07605
original,physics,0.05,66,-69.60033,-27.308636
original,physics,0.05,67,-72.37431,-23.298563
original,physics,0.05,68,-74.4423,-18.333303
original,physics,0.05,69,-70.879974,-25.68395
original,physics,0.05,70,-73.59056,-21.79526
original,physics,0.05,71,-73.92999,-21.434292
original,physics,0.05,72,-72.88977,-22.880474
original,physics,0.05,73,-73.468895,-22.04205
original,physics,0.05,74,-71.994194,-24.187984
original,physics,0.05,75,-74.65826,-20.090153
original,physics,0.05,76,-74.30115,-7.5142937
original,physics,0.05,77,-71.080345,-25.141138
original,physics,0.05,78,-74.49822,-19.915459
original,physics,0.05,79,-72.14732,-24.11118
original,physics,0.05,80,-69.393456,-27.61244
original,physics,0.05,81,-71.71346,-24.273031
original,physics,0.05,82,-73.6344,-20.206068
original,physics,0.05,83,-71.163704,-25.174898
original,physics,0.05,84,-71.49615,-24.898342
original,physics,0.05,85,-71.21615,-25.12957
original,physics,0.05,86,-71.117485,-25.01619
original,physics,0.05,87,-71.772644,-24.374125
original,physics,0.05,88,-71.735085,-24.441137
original,physics,0.05,89,-72.19969,-23.391804
original,physics,0.05,90,-72.295715,-23.504723
original,physics,0.05,91,-74.40941,-20.721481
original,physics,0.05,92,-73.27545,-18.745926
original,physics,0.05,93,-73.56976,-18.409986
original,physics,0.05,94,-72.71192,-22.619095
original,physics,0.05,95,-74.431816,-18.359268
original,physics,0.05,96,-69.35565,-27.676765
original,physics,0.05,97,-73.15285,-22.229004
original,physics,0.05,98,-72.089935,-23.759298
original,physics,0.05,99,-72.05532,-23.915709
original,physics,0.05,100,-69.971085,-26.8707
original,physics,0.05,101,-73.66598,-21.522644
original,physics,0.05,102,-72.71564,-22.877117
original,physics,0.05,103,-73.57152,-9.994551
original,physics,0.05,104,-73.07246,-19.733679
original,physics,0.05,105,-73.284096,-22.214727
original,physics,0.05,106,-74.06122,-19.665768
original,physics,0.05,107,-74.17667,-14.72988
original,physics,0.05,108,-70.34006,-26.238628
original,physics,0.05,109,-73.360115,-21.66401
original,physics,0.05,110,-72.1626,-23.439802
original,physics,0.05,111,-72.582184,-23.312014
original,physics,0.05,112,-74.44913,-20.683912
original,physics,0.05,113,-72.40753,-23.716898
original,physics,0.05,114,-71.82815,-24.119844
original,physics,0.05,115,-73.21167,-22.117264
original,physics,0.05,116,-73.149254,-22.138903
original,physics,0.05,117,-74.28579,-18.841213
original,physics,0.05,118,-73.21267,-21.621687
original,physics,0.05,119,-71.93734,-24.456722
original,physics,0.05,120,-74.42746,-14.694585
original,physics,0.05,121,-72.86871,-22.992718
original,physics,0.05,122,-73.1937,-22.27473
original,physics,0.05,123,-73.06308,-22.584234
original,physics,0.05,124,-73.94769,-15.147313
original,physics,0.05,125,-74.3347,-20.159927
original,physics,0.05,126,-73.61104,-21.718939
original,physics,0.05,127,-73.187836,-22.273071
original,physics,0.05,128,-74.02862,-21.17505
original,physics,0.05,129,-74.45777,-13.648494
original,physics,0.05,130,-74.76857,-18.64432
original,physics,0.05,131,-71.685715,-24.562548
original,physics,0.05,132,-75.208725,-17.024948
original,physics,0.05,133,-70.24937,-26.815268
original,physics,0.05,134,-73.8,-9.885583
original,physics,0.05,135,-72.06276,-23.903442
original,physics,0.05,136,-71.256516,-24.829147
original,physics,0.05,137,-71.99804,-24.429918
original,physics,0.05,138,-73.60113,-18.138882
original,physics,0.05,139,-73.24125,-11.145944
original,physics,0.05,140,-73.58492,-21.910238
original,physics,0.05,141,-71.64808,-24.234505
original,physics,0.05,142,-73.30951,-22.181446
original,physics,0.05,143,-71.85281,-23.885263
original,physics,0.05,144,-70.694954,-25.853603
original,physics,0.05,145,-73.90281,-11.407458
original,physics,0.05,146,-73.75517,-7.754404
original,physics,0.05,147,-72.23379,-23.574953
original,physics,0.05,148,-73.772446,-14.412034
original,physics,0.05,149,-71.75517,-24.327793
original,physics,0.05,150,-73.018295,-22.613388
original,physics,0.05,151,-70.3058,-26.621946
original,physics,0.05,152,-71.69386,-24.23524
original,physics,0.05,153,-71.641,-24.530613
original,physics,0.05,154,-73.57375,-21.947487
original,physics,0.05,155,-73.931946,-21.594683
original,physics,0.05,156,-73.71773,-9.6900015
original,physics,0.05,157,-72.1095,-23.754646
original,physics,0.05,158,-71.40435,-25.07772
original,physics,0.05,159,-71.60976,-24.337666
original,physics,0.05,160,-74.85831,-15.445204
original,physics,0.05,161,-73.33277,-22.239882
original,physics,0.05,162,-74.69325,-18.31156
original,physics,0.05,163,-72.74734,-23.095518
original,physics,0.05,164,-73.99876,-21.149427
original,physics,0.05,165,-72.04765,-23.911222
original,physics,0.05,166,-73.23484,-22.431181
original,physics,0.05,167,-74.36904,-20.716335
original,physics,0.05,168,-72.22954,-23.815891
original,physics,0.05,169,-72.94898,-22.627176
original,physics,0.05,170,-72.62684,-23.404167
original,physics,0.05,171,-71.40824,-24.966795
original,physics,0.05,172,-73.78228,-21.674738
original,physics,0.05,173,-74.713875,-19.660748
original,physics,0.05,174,-69.8634,-26.943304
original,physics,0.05,175,-74.667854,-16.626184
original,physics,0.05,176,-71.64169,-24.740368
original,physics,0.05,177,-68.67674,-29.027037
original,physics,0.05,178,-72.91685,-22.954838
original,physics,0.05,179,-69.97739,-26.742836
original,physics,0.05,180,-72.813576,-22.633848
original,physics,0.05,181,-73.93701,-9.29344
original,physics,0.05,182,-73.18617,-22.37479
original,physics,0.05,183,-73.44931,-21.88337
original,physics,0.05,184,-71.27624,-24.858397
original,physics,0.05,185,-74.796364,-18.768929
original,physics,0.05,186,-74.07835,-9.132748
original,physics,0.05,187,-71.42638,-24.984205
original,physics,0.05,188,-73.8741,-8.787509
original,physics,0.05,189,-74.32899,-18.629303
original,physics,0.05,190,-74.24587,-21.008434
original,physics,0.05,191,-73.25059,-22.312769
original,physics,0.05,192,-73.64559,-15.705875
original,physics,0.05,193,-72.691475,-23.508434
original,physics,0.05,194,-71.480606,-24.908827
original,physics,0.05,195,-72.60503,-23.173105
original,physics,0.05,196,-73.138626,-22.301874
original,physics,0.05,197,-72.36274,-23.521328
original,physics,0.05,198,-72.56484,-22.99118
original,physics,0.05,199,-71.643875,-24.632248
original,physics,0.1,0,-69.852844,-26.480053
original,physics,0.1,1,-70.37715,-25.575459
original,physics,0.1,2,-78.64414,17.098425
original,physics,0.1,3,-76.74759,-9.849649
original,physics,0.1,4,-73.37685,-22.558681
original,physics,0.1,5,-72.33452,-23.115755
original,physics,0.1,6,-70.308876,-26.302542
original,physics,0.1,7,-73.154396,13.78565
original,physics,0.1,8,-73.49112,-22.386673
original,physics,0.1,9,-68.3237,-29.531048
original,physics,0.1,10,-74.064156,-18.095324
original,physics,0.1,11,-70.1671,-26.632856
original,physics,0.1,12,-72.19223,-11.588632
original,physics,0.1,13,-74.60842,-7.8827105
original,physics,0.1,14,-73.09068,-4.880776
original,physics,0.1,15,-74.7373,-1.8505845
original,physics,0.1,16,-67.481285,-30.108377
original,physics,0.1,17,-72.67504,-23.023344
original,physics,0.1,18,-67.23878,-30.62608
original,physics,0.1,19,-74.27982,-14.448441
original,physics,0.1,20,-74.20311,-21.771765
original,physics,0.1,21,-74.52193,-1.0156066
original,physics,0.1,22,-71.246086,-24.70964
original,physics,0.1,23,-74.19892,-21.46441
original,physics,0.1,24,-78.43355,72.345825
original,physics,0.1,25,-75.08084,-10.430358
original,physics,0.1,26,-73.371925,-11.427532
original,physics,0.1,27,-74.40521,-1.850793
original,physics,0.1,28,-69.82907,-27.196758
original,physics,0.1,29,-67.6809,-30.41553
original,physics,0.1,30,-72.97141,-22.226429
original,physics,0.1,31,-74.96266,-0.73565435
original,physics,0.1,32,-72.04325,-23.664206
original,physics,0.1,33,-73.562454,-21.702322
original,physics,0.1,34,-66.39031,-32.01412
original,physics,0.1,35,-67.5927,-30.268616
original,physics,0.1,36,-74.07178,-2.8642466
original,physics,0.1,37,-68.4832,-28.336971
original,physics,0.1,38,-68.35955,-29.352457
original,physics,0.1,39,-70.18819,-26.527954
original,physics,0.1,40,-75.44831,-0.3116898
original,physics,0.1,41,-70.581924,-25.3199
original,physics,0.1,42,-73.540535,-21.713734
original,physics,0.1,43,-73.85987,-21.374046
original,physics,0.1,44,-74.04015,-21.135725
original,physics,0.1,45,-73.030754,-11.320981
original,physics,0.1,46,-72.84791,-8.533193
original,physics,0.1,47,-65.89212,-33.629158
original,physics,0.1,48,-73.16937,-22.784101
original,physics,0.1,49,-68.23789,-30.544544
original,physics,0.1,50,-73.21318,-20.675724
original,physics,0.1,51,-73.284065,-1.9534774
original,physics,0.1,52,-68.602875,-28.37172
original,physics,0.1,53,-73.37773,-22.096487
original,physics,0.1,54,-67.58373,-29.83028
original,physics,0.1,55,-73.42913,-17.746569
original,physics,0.1,56,-71.67298,-25.011246
original,physics,0.1,57,-71.64521,-24.147762
original,physics,0.1,58,-66.15345,-32.844078
original,physics,0.1,59,-70.758705,-25.839636
original,physics,0.1,60,-74.37266,-5.532594
original,physics,0.1,61,-69.289474,-27.130228
original,physics,0.1,62,-66.29591,-32.372967
original,physics,0.1,63,-71.91595,-23.430439
original,physics,0.1,64,-71.2041,-25.761364
original,physics,0.1,65,-72.04213,-24.479668
original,physics,0.1,66,-73.91239,-14.175123
original,physics,0.1,67,-69.786674,-26.95803
original,physics,0.1,68,-74.21238,-15.959051
original,physics,0.1,69,-72.19878,-24.070234
original,physics,0.1,70,-71.65271,-14.05898
original,physics,0.1,71,-74.40122,-20.793997
original,physics,0.1,72,-68.633224,-28.007816
original,physics,0.1,73,-68.67416,-28.650463
original,physics,0.1,74,-75.47842,-2.704366
original,physics,0.1,75,-70.519264,-26.032095
original,physics,0.1,76,-70.82864,-24.893892
original,physics,0.1,77,-67.02484,-30.519485
original,physics,0.1,78,-73.10189,-22.7506
original,physics,0.1,79,-74.660866,-20.752266
original,physics,0.1,80,-69.079544,-28.877016
original,physics,0.1,81,-73.29718,-21.164057
original,physics,0.1,82,-73.839455,-1.4607846
original,physics,0.1,83,-73.428955,-13.575651
original,physics,0.1,84,-72.94676,-23.19296
original,physics,0.1,85,-71.68058,-24.881395
original,physics,0.1,86,-74.55487,-20.945824
original,physics,0.1,87,-73.77631,-13.456574
original,physics,0.1,88,-67.73476,-30.312904
original,physics,0.1,89,-68.01899,-29.606197
original,physics,0.1,90,-70.78514,-25.069447
original,physics,0.1,91,-74.28777,-9.4126425
original,physics,0.1,92,-71.86194,29.29485
original,physics,0.1,93,-72.040375,-23.783234
original,physics,0.1,94,-72.732735,-22.77748
original,physics,0.1,95,-70.97289,-25.027113
original,physics,0.1,96,-75.786865,-19.179201
original,physics,0.1,97,-65.77346,-33.823673
original,physics,0.1,98,-66.03739,-33.066822
original,physics,0.1,99,-72.089554,-23.540133
original,physics,0.1,100,-72.65448,-22.735415
original,physics,0.1,101,-70.66554,-25.912481
original,physics,0.1,102,-72.68523,-19.232733
original,physics,0.1,103,-72.72578,-5.072929
original,physics,0.1,104,-75.761925,-14.662972
original,physics,0.1,105,-69.91958,-26.71747
original,physics,0.1,106,-66.234474,-30.526518
original,physics,0.1,107,-74.84106,1.1588128
original,physics,0.1,108,-74.83734,-15.403604
original,physics,0.1,109,-65.92281,-33.472202
original,physics,0.1,110,-75.38885,-0.32042113
original,physics,0.1,111,-69.77317,-26.880037
original,physics,0.1,112,-75.4689,-18.568256
original,physics,0.1,113,-73.53289,0.67996246
original,physics,0.1,114,-67.466866,-30.397577
original,physics,0.1,115,-73.850975,-4.168171
original,physics,0.1,116,-69.361275,-26.980087
original,physics,0.1,117,-73.331215,14.651056
original,physics,0.1,118,-72.22441,-23.463972
original,physics,0.1,119,-69.352165,-27.498783
original,physics,0.1,120,-65.05222,-36.01183
original,physics,0.1,121,-66.29104,-32.30128
original,physics,0.1,122,-70.37604,-26.997482
original,physics,0.1,123,-73.62956,0.50282884
original,physics,0.1,124,-72.63162,-16.302382
original,physics,0.1,125,-69.81758,-26.809242
original,physics,0.1,126,-72.863495,-23.405794
original,physics,0.1,127,-71.74789,-24.280403
original,physics,0.1,128,-72.973816,-14.960894
original,physics,0.1,129,-73.80539,8.908729
original,physics,0.1,130,-76.91225,14.9386835
original,physics,0.1,131,-73.60303,-17.792297
original,physics,0.1,132,-72.097725,-24.043438
original,physics,0.1,133,-73.52744,-0.042716477
original,physics,0.1,134,-74.09406,-21.038218
original,physics,0.1,135,-72.622375,-22.884201
original,physics,0.1,136,-70.00446,-26.94607
original,physics,0.1,137,-74.976425,-12.705731
original,physics,0.1,138,-72.68708,-24.15238
original,physics,0.1,139,-75.21492,-0.14094767
original,physics,0.1,140,-71.49661,-24.420729
original,physics,0.1,141,-71.475716,-25.194527
original,physics,0.1,142,-75.39308,-19.68803
original,physics,0.1,143,-71.17114,-24.85448
original,physics,0.1,144,-74.49687,-15.496461
original,physics,0.1,145,-70.24439,-26.58361
original,physics,0.1,146,-74.326294,-12.35054
original,physics,0.1,147,-73.01621,-22.810534
original,physics,0.1,148,-70.277824,-26.726091
original,physics,0.1,149,-75.8209,-14.45566
original,physics,0.1,150,-76.075806,-16.124025
original,physics,0.1,151,-77.857864,6.1996
original,physics,0.1,152,-70.94245,-24.749048
original,physics,0.1,153,-74.80364,-17.363338
original,physics,0.1,154,-72.603,-6.089748
original,physics,0.1,155,-71.97477,-24.580208
original,physics,0.1,156,-74.02777,-14.867881
original,physics,0.1,157,-75.746635,1.4038819
original,physics,0.1,158,-72.75438,-22.73972
original,physics,0.1,159,-73.23672,-16.559221
original,physics,0.1,160,-70.647255,-26.17957
original,physics,0.1,161,-65.96612,-31.562891
original,physics,0.1,162,-77.819824,4.39883
original,physics,0.1,163,-65.842804,-33.780964
original,physics,0.1,164,-75.19842,11.414169
original,physics,0.1,165,-68.491844,-28.973833
original,physics,0.1,166,-73.457344,-15.912063
original,physics,0.1,167,-74.236496,-1.2276075
original,physics,0.1,168,-72.77771,-23.109468
original,physics,0.1,169,-73.100296,18.833418
original,physics,0.1,170,-74.35809,-16.809155
original,physics,0.1,171,-72.55119,-21.515789
original,physics,0.1,172,-69.68175,-27.105124
