pdb_id,phi,psi,source
synthetic,-59.1914,-97.3045,synthetic
synthetic,174.8065,171.0814,synthetic
synthetic,175.1562,156.6386,synthetic
synthetic,177.4568,150.714,synthetic
synthetic,-97.9379,8.926,synthetic
synthetic,-110.8776,151.3422,synthetic
synthetic,125.1383,-50.2133,synthetic
synthetic,-116.4916,148.2949,synthetic
synthetic,29.8514,55.5854,synthetic
synthetic,-64.551,-54.0521,synthetic
synthetic,-150.6211,176.6623,synthetic
synthetic,-128.3104,-133.9309,synthetic
synthetic,172.1974,-32.0358,synthetic
synthetic,175.3179,49.2177,synthetic
synthetic,63.2428,142.2622,synthetic
synthetic,147.587,-49.6554,synthetic
synthetic,142.2426,-157.0941,synthetic
synthetic,-103.5434,73.0116,synthetic
synthetic,-166.4318,156.5333,synthetic
synthetic,-172.5038,175.6367,synthetic
synthetic,81.2921,-66.1641,synthetic
synthetic,42.7827,66.113,synthetic
synthetic,52.9631,-147.3695,synthetic
synthetic,-137.5823,-82.9944,synthetic
synthetic,-82.5292,-7.9559,synthetic
synthetic,80.0337,-66.2959,synthetic
synthetic,-89.8896,-115.3056,synthetic
synthetic,-2.5806,-108.2907,synthetic
synthetic,173.343,44.5521,synthetic
synthetic,54.4287,63.2288,synthetic
synthetic,-66.6858,-19.4022,synthetic
synthetic,145.0836,148.0306,synthetic
synthetic,-49.7629,-52.5812,synthetic
synthetic,-31.5998,-122.0173,synthetic
synthetic,179.9647,-32.4832,synthetic
synthetic,-87.0914,49.195,synthetic
synthetic,175.3081,-175.1921,synthetic
synthetic,-157.0932,40.9072,synthetic
synthetic,-167.7702,-54.4812,synthetic
synthetic,-110.6854,123.9335,synthetic
synthetic,66.4774,129.1084,synthetic
synthetic,-107.095,161.1379,synthetic
synthetic,-31.4657,-119.8471,synthetic
synthetic,-30.269,-175.1449,synthetic
synthetic,156.5231,-57.3644,synthetic
synthetic,-164.7167,173.0138,synthetic
synthetic,-98.4186,-56.7539,synthetic
synthetic,-60.8486,157.2082,synthetic
synthetic,-176.7641,125.2659,synthetic
synthetic,-98.8094,112.3898,synthetic
synthetic,118.7155,163.103,synthetic
synthetic,178.7021,170.7713,synthetic
synthetic,-31.0422,81.2974,synthetic
synthetic,-30.3107,78.9118,synthetic
synthetic,-46.7773,-162.551,synthetic
synthetic,-42.9685,-120.1219,synthetic
synthetic,-117.329,13.6078,synthetic
synthetic,119.6452,-76.6945,synthetic
synthetic,-145.699,23.2808,synthetic
synthetic,-61.063,-24.0491,synthetic
synthetic,160.3565,-166.3524,synthetic
synthetic,-94.9633,154.168,synthetic
synthetic,-122.7872,130.7625,synthetic
synthetic,172.1087,166.4994,synthetic
synthetic,-156.5976,-171.5526,synthetic
synthetic,70.2225,120.1417,synthetic
synthetic,119.4755,-72.6523,synthetic
synthetic,143.1954,-160.4421,synthetic
synthetic,28.6031,61.7511,synthetic
synthetic,158.8276,-50.5245,synthetic
synthetic,130.3158,6.1006,synthetic
synthetic,178.9252,84.2069,synthetic
synthetic,-3.5379,-99.9596,synthetic
synthetic,80.3672,-74.2306,synthetic
synthetic,-15.9016,-9.9012,synthetic
synthetic,-37.5748,-115.8794,synthetic
synthetic,-64.3371,-45.0598,synthetic
synthetic,5.0587,-84.9342,synthetic
synthetic,-169.6148,-35.5811,synthetic
synthetic,-4.4613,-80.8574,synthetic
synthetic,-154.4158,25.1296,synthetic
synthetic,-174.4618,-39.1806,synthetic
synthetic,-14.8612,-49.0487,synthetic
synthetic,-90.5931,-121.4638,synthetic
synthetic,-147.5994,169.495,synthetic
synthetic,-178.2771,-177.3771,synthetic
synthetic,-153.491,-50.2542,synthetic
synthetic,139.9461,-159.0725,synthetic
synthetic,75.2178,-130.794,synthetic
synthetic,-126.5135,-137.315,synthetic
synthetic,28.2027,57.5279,synthetic
synthetic,120.7826,130.0332,synthetic
synthetic,-75.6176,132.7809,synthetic
synthetic,82.5861,157.0561,synthetic
synthetic,-13.8412,-10.4861,synthetic
synthetic,-165.8547,-179.4742,synthetic
synthetic,-179.3036,85.4793,synthetic
synthetic,105.7267,16.7347,synthetic
synthetic,-64.8976,149.0847,synthetic
synthetic,-95.1889,45.7767,synthetic
synthetic,-38.9027,-118.5969,synthetic
synthetic,-2.3976,-84.9596,synthetic
synthetic,87.1871,-161.3625,synthetic
synthetic,5.2195,-86.5454,synthetic
synthetic,107.7378,23.4689,synthetic
synthetic,-71.0892,155.59,synthetic
synthetic,178.1562,151.6296,synthetic
synthetic,-28.9095,-169.8126,synthetic
synthetic,-159.8375,-168.8443,synthetic
synthetic,-29.0885,-172.4964,synthetic
synthetic,-173.7265,124.7164,synthetic
synthetic,156.185,9.1754,synthetic
synthetic,-121.7004,175.0821,synthetic
synthetic,-61.0013,-173.7522,synthetic
synthetic,-94.7382,-119.8925,synthetic
synthetic,-67.8166,168.4456,synthetic
synthetic,159.2881,-50.2637,synthetic
synthetic,-121.8387,-131.5933,synthetic
synthetic,-68.1148,-46.6212,synthetic
synthetic,56.5009,45.7143,synthetic
synthetic,129.8262,6.2933,synthetic
synthetic,-147.8237,32.5401,synthetic
synthetic,-143.0465,-80.9911,synthetic
synthetic,-141.8342,24.5579,synthetic
synthetic,126.7402,7.1947,synthetic
synthetic,176.4453,-33.3918,synthetic
synthetic,97.9561,-8.9819,synthetic
synthetic,66.0616,150.12,synthetic
synthetic,-161.933,74.073,synthetic
synthetic,-58.1045,-37.569,synthetic
synthetic,1.7762,-83.7222,synthetic
synthetic,-129.0114,-130.0126,synthetic
synthetic,62.5265,-147.4543,synthetic
synthetic,-178.3063,88.3499,synthetic
synthetic,-86.7758,-4.5214,synthetic
synthetic,160.3756,-55.1373,synthetic
synthetic,127.6866,-76.692,synthetic
synthetic,3.4258,-78.711,synthetic
synthetic,119.95,157.838,synthetic
synthetic,134.6783,-155.2827,synthetic
synthetic,77.7701,-0.7495,synthetic
synthetic,-46.2855,-60.4989,synthetic
synthetic,-28.8009,78.8359,synthetic
synthetic,-169.1435,179.8605,synthetic
synthetic,177.0807,84.5534,synthetic
synthetic,62.8492,-151.3098,synthetic
synthetic,155.5844,9.4575,synthetic
synthetic,-101.9528,-177.0585,synthetic
synthetic,-136.0345,-96.8775,synthetic
synthetic,-93.7744,-122.225,synthetic
synthetic,130.0624,6.6425,synthetic
synthetic,179.2448,179.0233,synthetic
synthetic,151.1809,-155.512,synthetic
synthetic,-175.2093,172.3744,synthetic
synthetic,154.7746,-56.4193,synthetic
synthetic,-55.3833,121.6019,synthetic
synthetic,-156.3331,-48.9893,synthetic
synthetic,154.0135,-53.6684,synthetic
synthetic,-52.7745,-60.3157,synthetic
synthetic,-35.1812,-124.0805,synthetic
synthetic,-119.3875,30.8138,synthetic
synthetic,82.5164,161.5715,synthetic
synthetic,-50.3938,-64.1688,synthetic
synthetic,-128.2716,-138.2115,synthetic
synthetic,-167.2301,81.4087,synthetic
synthetic,-93.1622,-123.8624,synthetic
synthetic,-86.3932,-119.6509,synthetic
synthetic,148.5837,-149.773,synthetic
synthetic,178.1988,-37.128,synthetic
synthetic,66.1155,-9.5135,synthetic
synthetic,84.0313,-62.9952,synthetic
synthetic,-178.7244,-176.5791,synthetic
synthetic,62.2081,35.7536,synthetic
synthetic,-25.8446,-171.6837,synthetic
synthetic,167.2574,179.4759,synthetic
synthetic,-9.195,-4.6388,synthetic
synthetic,76.0408,-63.9389,synthetic
synthetic,119.804,125.3534,synthetic
synthetic,-102.7871,-168.6661,synthetic
synthetic,-130.0139,-124.4743,synthetic
synthetic,159.7135,-50.96,synthetic
synthetic,-31.1473,-169.2509,synthetic
synthetic,-92.3001,-124.7444,synthetic
synthetic,153.7775,-55.0935,synthetic
synthetic,88.8292,175.1841,synthetic
synthetic,70.2264,2.2493,synthetic
synthetic,-125.8874,-134.6342,synthetic
synthetic,-179.0181,-35.099,synthetic
synthetic,-92.0923,52.8369,synthetic
synthetic,44.6398,47.3137,synthetic
synthetic,58.5989,59.3105,synthetic
synthetic,-99.6509,-170.4496,synthetic
synthetic,154.9677,9.7984,synthetic
synthetic,-87.8714,-115.1596,synthetic
synthetic,125.4125,6.9001,synthetic
synthetic,-26.6049,-173.1742,synthetic
synthetic,-25.869,-169.5609,synthetic
synthetic,73.5052,-65.4172,synthetic
synthetic,-30.0675,-170.5372,synthetic
synthetic,154.5902,7.9283,synthetic
synthetic,63.4921,23.3159,synthetic
synthetic,98.5858,107.9737,synthetic
synthetic,-93.2029,-117.6687,synthetic
synthetic,109.4937,16.0824,synthetic
synthetic,-68.8582,122.9136,synthetic
synthetic,-44.4499,-51.6316,synthetic
synthetic,-162.7404,-175.0267,synthetic
synthetic,122.7368,-79.9152,synthetic
synthetic,-11.8919,118.926,synthetic
synthetic,-137.5836,-83.3458,synthetic
synthetic,-48.4779,-169.4868,synthetic
synthetic,176.7838,179.6285,synthetic
synthetic,62.9446,141.7765,synthetic
synthetic,-178.4515,-178.7662,synthetic
synthetic,-153.9549,-57.0324,synthetic
synthetic,-132.0749,163.8188,synthetic
synthetic,55.8862,36.5582,synthetic
synthetic,-54.2606,-52.8069,synthetic
synthetic,126.5082,132.048,synthetic
synthetic,60.1485,150.1906,synthetic
synthetic,174.6456,40.8039,synthetic
synthetic,139.4193,109.5453,synthetic
synthetic,-141.3365,-92.9735,synthetic
synthetic,-21.1591,114.8697,synthetic
synthetic,176.6266,-176.0887,synthetic
synthetic,84.4106,-61.8973,synthetic
synthetic,92.2186,-161.236,synthetic
synthetic,-11.8973,-15.4228,synthetic
synthetic,-159.837,29.8432,synthetic
synthetic,149.7619,115.4606,synthetic
synthetic,-89.6701,-119.2898,synthetic
synthetic,-161.9511,-51.5716,synthetic
synthetic,154.1947,-55.0006,synthetic
synthetic,-77.0722,-38.7074,synthetic
synthetic,-96.6643,-9.4399,synthetic
synthetic,-164.068,-50.2977,synthetic
synthetic,174.243,157.9435,synthetic
synthetic,-79.8462,-117.7803,synthetic
synthetic,-121.3052,124.9964,synthetic
synthetic,80.1372,-68.2168,synthetic
synthetic,168.8817,39.5856,synthetic
synthetic,83.5552,-172.4515,synthetic
synthetic,-142.0648,18.5281,synthetic
synthetic,-115.2997,136.0461,synthetic
synthetic,-39.4476,-119.2355,synthetic
synthetic,-34.7687,-119.197,synthetic
synthetic,-71.4725,-19.2422,synthetic
synthetic,143.8,112.8203,synthetic
synthetic,13.894,-84.9661,synthetic
synthetic,116.3415,-81.3461,synthetic
synthetic,-88.7677,88.6391,synthetic
synthetic,-131.9769,-4.9717,synthetic
synthetic,175.9015,44.3008,synthetic
synthetic,105.8995,-12.9697,synthetic
synthetic,-135.949,-88.2576,synthetic
synthetic,156.0144,-50.2025,synthetic
synthetic,99.2286,109.8501,synthetic
synthetic,139.2599,112.8771,synthetic
synthetic,59.023,-157.7915,synthetic
synthetic,85.5459,-65.7841,synthetic
synthetic,85.4301,-174.4607,synthetic
synthetic,100.2871,18.2292,synthetic
synthetic,91.1412,-164.9675,synthetic
synthetic,-116.4834,140.4871,synthetic
synthetic,-63.456,-35.8027,synthetic
synthetic,56.2719,-143.5893,synthetic
synthetic,142.8381,154.2893,synthetic
synthetic,-85.1518,-116.7678,synthetic
synthetic,159.7117,-167.4779,synthetic
synthetic,-139.0412,-94.0666,synthetic
synthetic,153.2115,-50.7125,synthetic
synthetic,78.8166,162.2629,synthetic
synthetic,-10.3178,-8.0404,synthetic
synthetic,-125.6276,36.4838,synthetic
synthetic,-126.9831,108.1419,synthetic
synthetic,81.6573,5.5282,synthetic
synthetic,-131.9671,-92.6315,synthetic
synthetic,-28.1916,-169.325,synthetic
synthetic,-57.926,-48.4809,synthetic
synthetic,174.6676,147.9645,synthetic
synthetic,-128.4807,-5.7579,synthetic
synthetic,-29.0985,76.8787,synthetic
synthetic,-121.4527,-146.8838,synthetic
synthetic,-29.2639,-170.1662,synthetic
synthetic,132.7776,-158.0168,synthetic
synthetic,104.7711,112.085,synthetic
synthetic,61.2919,-140.8514,synthetic
synthetic,-178.0742,-40.0248,synthetic
synthetic,68.265,136.3421,synthetic
synthetic,129.9958,-45.8353,synthetic
synthetic,45.3226,63.9457,synthetic
synthetic,166.048,-175.9056,synthetic
synthetic,61.3382,28.9267,synthetic
synthetic,-143.0986,-83.9835,synthetic
synthetic,-138.5335,30.7237,synthetic
synthetic,71.3469,1.3929,synthetic
synthetic,-177.964,44.0575,synthetic
synthetic,-13.7001,-43.6244,synthetic
synthetic,131.5721,12.9466,synthetic
synthetic,-60.7477,152.9657,synthetic
synthetic,-179.0081,41.724,synthetic
synthetic,60.9602,22.5902,synthetic
synthetic,86.624,-165.8304,synthetic
synthetic,30.9942,62.9163,synthetic
synthetic,-121.1275,33.8913,synthetic
synthetic,-126.0073,-131.401,synthetic
synthetic,-5.3566,-74.7778,synthetic
synthetic,-175.4654,-38.7587,synthetic
synthetic,-50.522,-23.7067,synthetic
synthetic,-140.0394,-79.0978,synthetic
synthetic,-104.1961,-175.3279,synthetic
synthetic,98.8602,110.5415,synthetic
synthetic,133.2278,163.7077,synthetic
synthetic,138.996,-157.7039,synthetic
synthetic,-30.9462,74.6826,synthetic
synthetic,92.8744,177.8384,synthetic
synthetic,175.3079,-175.5174,synthetic
synthetic,130.6386,10.0072,synthetic
synthetic,-84.8176,140.232,synthetic
synthetic,173.2446,172.8805,synthetic
synthetic,176.8937,-33.0293,synthetic
synthetic,-166.244,-173.1519,synthetic
synthetic,-96.8353,-113.6151,synthetic
synthetic,-101.8449,70.5431,synthetic
synthetic,-11.717,-4.3972,synthetic
synthetic,-167.4234,170.2367,synthetic
synthetic,-76.6843,-74.7949,synthetic
synthetic,-9.0502,123.1782,synthetic
synthetic,91.3196,-163.5365,synthetic
synthetic,125.6357,3.3792,synthetic
synthetic,119.3458,10.6397,synthetic
synthetic,101.6927,35.2521,synthetic
synthetic,-154.4373,-58.5028,synthetic
synthetic,-98.1571,-168.0881,synthetic
synthetic,77.6974,-66.0603,synthetic
synthetic,129.0675,-44.9007,synthetic
synthetic,179.6527,-176.1558,synthetic
synthetic,-119.1977,137.1643,synthetic
synthetic,139.0796,117.1211,synthetic
synthetic,-163.8717,-175.4785,synthetic
synthetic,-89.5469,-119.5555,synthetic
synthetic,4.6891,-83.181,synthetic
synthetic,73.4191,-67.5082,synthetic
synthetic,-17.7164,-2.2856,synthetic
synthetic,-89.8854,-126.069,synthetic
synthetic,129.9975,19.7991,synthetic
synthetic,167.5601,-167.7261,synthetic
synthetic,140.4628,115.2808,synthetic
synthetic,-91.2955,-125.5714,synthetic
synthetic,-177.4402,161.0115,synthetic
synthetic,-114.4007,115.2769,synthetic
synthetic,96.3562,-4.2965,synthetic
synthetic,171.2594,47.774,synthetic
synthetic,172.35,-170.2441,synthetic
synthetic,-163.4726,-174.1167,synthetic
synthetic,-159.0991,-53.9536,synthetic
synthetic,-100.2158,-22.6164,synthetic
synthetic,28.4513,64.397,synthetic
synthetic,-167.2417,81.8824,synthetic
synthetic,-142.9697,76.8871,synthetic
synthetic,-60.1759,18.8817,synthetic
synthetic,178.4139,49.6423,synthetic
synthetic,-135.7678,-53.6864,synthetic
synthetic,125.8901,7.4983,synthetic
synthetic,-82.2195,-126.4174,synthetic
synthetic,-111.6391,-0.9332,synthetic
synthetic,-125.1434,2.3145,synthetic
synthetic,139.9974,107.6614,synthetic
synthetic,-73.8208,-20.0322,synthetic
synthetic,137.9651,113.8921,synthetic
synthetic,-112.7905,28.2223,synthetic
synthetic,-146.4544,179.0076,synthetic
synthetic,-81.651,-119.4497,synthetic
synthetic,140.4674,109.6001,synthetic
synthetic,-29.3333,-170.4011,synthetic
synthetic,-89.7757,-121.8634,synthetic
synthetic,-32.8574,-179.9687,synthetic
synthetic,-58.467,-41.336,synthetic
synthetic,46.8737,56.1247,synthetic
synthetic,-105.8248,126.3199,synthetic
synthetic,-64.7035,-46.8609,synthetic
synthetic,62.7403,-155.11,synthetic
synthetic,-28.2811,-47.6769,synthetic
synthetic,58.5584,-144.4342,synthetic
synthetic,179.7021,-32.2666,synthetic
synthetic,88.7815,-68.8859,synthetic
synthetic,99.4594,35.2103,synthetic
synthetic,-100.5628,-1.8059,synthetic
synthetic,-84.1613,75.5616,synthetic
synthetic,-158.7835,-54.403,synthetic
synthetic,78.6737,154.0724,synthetic
synthetic,-79.2315,41.1086,synthetic
synthetic,-114.9832,0.2933,synthetic
synthetic,157.882,-168.2772,synthetic
synthetic,177.9012,79.0258,synthetic
synthetic,-143.6195,160.4562,synthetic
synthetic,-118.9794,-10.6414,synthetic
synthetic,-143.0897,177.6478,synthetic
synthetic,178.8472,46.3819,synthetic
synthetic,-65.658,-41.0257,synthetic
synthetic,-107.4877,13.0407,synthetic
synthetic,-37.3661,79.2087,synthetic
synthetic,167.4628,40.9042,synthetic
synthetic,-48.3917,-169.6892,synthetic
synthetic,88.036,-177.7164,synthetic
synthetic,156.9376,12.6808,synthetic
synthetic,-173.0472,79.6437,synthetic
synthetic,-127.3244,121.0208,synthetic
synthetic,75.5241,-127.2934,synthetic
synthetic,-45.1169,-170.2466,synthetic
synthetic,-88.0149,138.0978,synthetic
synthetic,-61.0674,29.1601,synthetic
synthetic,171.0711,53.5866,synthetic
synthetic,62.5471,65.231,synthetic
synthetic,-176.0075,89.5361,synthetic
synthetic,129.2676,10.2136,synthetic
synthetic,81.8564,-64.1832,synthetic
synthetic,-107.3044,-144.2721,synthetic
synthetic,-62.3106,136.3674,synthetic
synthetic,-44.1486,-59.6248,synthetic
synthetic,108.9253,5.6287,synthetic
synthetic,106.2604,-7.1,synthetic
synthetic,-96.3164,-120.0188,synthetic
synthetic,50.1098,55.1182,synthetic
synthetic,-2.7149,-99.5932,synthetic
synthetic,-97.3085,47.217,synthetic
synthetic,-115.7685,124.6059,synthetic
synthetic,-35.7113,-119.2737,synthetic
synthetic,79.181,178.8322,synthetic
synthetic,166.0819,-56.478,synthetic
synthetic,179.1639,-34.6846,synthetic
synthetic,-76.1188,129.0966,synthetic
synthetic,131.0412,164.069,synthetic
synthetic,-101.3866,42.522,synthetic
synthetic,158.8212,-50.6918,synthetic
synthetic,46.4981,63.0429,synthetic
synthetic,-87.4288,-3.7248,synthetic
synthetic,-55.4448,150.0273,synthetic
synthetic,-80.2078,53.9972,synthetic
synthetic,-177.6187,-30.5524,synthetic
synthetic,-129.3921,36.9232,synthetic
synthetic,-124.9564,141.5,synthetic
synthetic,151.5112,166.6605,synthetic
synthetic,159.9561,-175.3918,synthetic
synthetic,-6.9715,-82.7203,synthetic
synthetic,-120.5656,-144.3057,synthetic
synthetic,105.8557,-8.5893,synthetic
synthetic,78.6965,-176.4224,synthetic
synthetic,-89.9128,-118.9687,synthetic
synthetic,176.8928,-31.4562,synthetic
synthetic,118.571,-77.6659,synthetic
synthetic,-62.7363,-14.6529,synthetic
synthetic,-56.2285,-31.8842,synthetic
synthetic,-0.6795,-101.1073,synthetic
synthetic,-52.9862,-38.9751,synthetic
synthetic,-177.7575,-39.8364,synthetic
synthetic,-8.018,-96.6303,synthetic
synthetic,59.8951,22.4547,synthetic
synthetic,173.0373,163.4192,synthetic
synthetic,129.9877,163.0942,synthetic
synthetic,-13.3959,-16.8738,synthetic
synthetic,-156.254,39.6213,synthetic
synthetic,133.329,163.886,synthetic
synthetic,145.5914,-162.8677,synthetic
synthetic,-166.2574,177.1966,synthetic
synthetic,79.8139,-128.5006,synthetic
synthetic,100.826,22.513,synthetic
synthetic,173.8256,36.2122,synthetic
synthetic,-31.1612,-169.563,synthetic
synthetic,163.8455,-172.4383,synthetic
synthetic,177.6946,178.7987,synthetic
synthetic,-143.2729,-84.8853,synthetic
synthetic,-166.1982,-171.6741,synthetic
synthetic,84.999,-175.5921,synthetic
synthetic,143.2221,-162.7057,synthetic
synthetic,83.0642,-63.6906,synthetic
synthetic,-174.931,-31.5261,synthetic
synthetic,-101.0276,169.4059,synthetic
synthetic,118.784,-72.6321,synthetic
synthetic,-91.9215,46.9436,synthetic
synthetic,169.7423,45.0111,synthetic
synthetic,-126.1653,-174.369,synthetic
synthetic,-16.0077,-0.2491,synthetic
synthetic,-159.9276,81.8322,synthetic
synthetic,-130.5468,137.5054,synthetic
synthetic,169.9026,48.6152,synthetic
synthetic,164.904,-46.9363,synthetic
synthetic,-9.1358,-6.7751,synthetic
synthetic,-174.2518,168.7244,synthetic
synthetic,-153.3323,171.7707,synthetic
synthetic,98.1067,107.625,synthetic
synthetic,155.1382,-46.0176,synthetic
synthetic,171.7388,-177.0776,synthetic
synthetic,151.8516,-55.8906,synthetic
synthetic,-132.4826,-125.5369,synthetic
synthetic,-155.2078,-47.427,synthetic
synthetic,119.6838,-78.7769,synthetic
synthetic,-165.1087,-177.6438,synthetic
synthetic,157.3774,-56.5967,synthetic
synthetic,-28.9422,79.8623,synthetic
synthetic,-100.5971,101.8339,synthetic
synthetic,85.583,-179.6354,synthetic
synthetic,-82.2605,50.3791,synthetic
synthetic,-161.6075,-176.0655,synthetic
synthetic,-40.5535,69.6895,synthetic
synthetic,-51.5397,-36.5502,synthetic
synthetic,-32.9915,85.884,synthetic
synthetic,-96.6448,8.5547,synthetic
synthetic,-30.5053,-170.8855,synthetic
synthetic,-125.1589,-50.676,synthetic
synthetic,-85.7691,-124.9776,synthetic
synthetic,-31.2476,-176.3512,synthetic
synthetic,-132.2547,-124.4019,synthetic
synthetic,177.3096,-34.0283,synthetic
synthetic,175.1246,-38.5903,synthetic
synthetic,-30.3185,75.4828,synthetic
synthetic,-151.611,32.6506,synthetic
synthetic,-91.0879,-12.066,synthetic
synthetic,-147.9372,32.8735,synthetic
synthetic,179.82,-28.2134,synthetic
synthetic,-44.1389,-178.8955,synthetic
synthetic,172.2477,158.19,synthetic
synthetic,59.7058,27.8562,synthetic
synthetic,-179.9465,-178.8005,synthetic
synthetic,59.4299,-150.4831,synthetic
synthetic,-161.0936,-177.8255,synthetic
synthetic,-79.0756,124.2724,synthetic
synthetic,148.3903,-49.9218,synthetic
synthetic,-85.5065,-123.8933,synthetic
synthetic,-59.5284,21.0108,synthetic
synthetic,-71.8829,155.3698,synthetic
synthetic,-133.0085,-55.9046,synthetic
synthetic,-172.3982,79.8539,synthetic
synthetic,175.0319,-176.228,synthetic
synthetic,123.3049,163.6927,synthetic
synthetic,-99.2637,-165.266,synthetic
synthetic,169.9365,-174.6869,synthetic
synthetic,-179.263,166.6287,synthetic
synthetic,-155.9197,-54.5293,synthetic
synthetic,74.6917,-132.7816,synthetic
synthetic,-27.2816,-169.5469,synthetic
synthetic,-162.1042,-172.1942,synthetic
synthetic,-116.7277,4.3957,synthetic
synthetic,-52.2017,-179.6187,synthetic
synthetic,-179.2276,-30.412,synthetic
synthetic,-178.9211,44.9459,synthetic
synthetic,-100.5802,-21.3971,synthetic
synthetic,-94.4168,-119.3972,synthetic
synthetic,179.4796,163.3527,synthetic
synthetic,-114.4888,-174.7404,synthetic
synthetic,57.0074,44.3901,synthetic
synthetic,178.6677,-32.0918,synthetic
synthetic,173.0394,48.2154,synthetic
synthetic,164.9546,-173.4798,synthetic
synthetic,-136.0936,75.0898,synthetic
synthetic,104.0749,159.4698,synthetic
synthetic,109.2654,113.383,synthetic
synthetic,2.1069,-84.4238,synthetic
synthetic,-94.3934,44.6713,synthetic
synthetic,-5.6354,-99.3724,synthetic
synthetic,-30.016,141.1579,synthetic
synthetic,-45.2703,-170.025,synthetic
synthetic,88.1341,177.3835,synthetic
synthetic,-126.3242,-137.1642,synthetic
synthetic,87.8095,-177.2914,synthetic
synthetic,65.3238,123.8958,synthetic
synthetic,152.7502,-43.3896,synthetic
synthetic,-30.7087,-120.5572,synthetic
synthetic,-89.7885,113.8576,synthetic
synthetic,67.6811,17.5383,synthetic
synthetic,-29.4234,72.3275,synthetic
synthetic,80.4042,15.7434,synthetic
synthetic,-162.2115,-52.0485,synthetic
synthetic,86.8407,-177.412,synthetic
synthetic,-161.3788,-169.2188,synthetic
synthetic,-121.056,-0.5025,synthetic
synthetic,-82.8918,52.0868,synthetic
synthetic,-121.9592,166.0067,synthetic
synthetic,133.7588,-157.3229,synthetic
synthetic,88.058,-64.0184,synthetic
synthetic,-138.2212,12.529,synthetic
synthetic,84.9157,154.8383,synthetic
synthetic,-57.0574,-41.2973,synthetic
synthetic,-160.8645,-168.9755,synthetic
synthetic,-92.9929,-110.5618,synthetic
synthetic,62.2498,-140.7835,synthetic
synthetic,83.5634,-63.6549,synthetic
synthetic,-26.4048,78.1688,synthetic
synthetic,86.537,-169.2766,synthetic
synthetic,50.5456,-146.3551,synthetic
synthetic,77.3348,-133.2674,synthetic
synthetic,62.8801,139.3376,synthetic
synthetic,133.771,-44.5278,synthetic
synthetic,-164.8709,143.9336,synthetic
synthetic,121.8755,126.9179,synthetic
synthetic,66.0801,-6.6228,synthetic
synthetic,141.2823,-158.5258,synthetic
synthetic,-117.5502,123.3811,synthetic
synthetic,-177.579,165.1667,synthetic
synthetic,-136.0134,107.0896,synthetic
synthetic,-35.3869,-168.33,synthetic
synthetic,158.6948,-54.4855,synthetic
synthetic,-90.6783,115.62,synthetic
synthetic,-52.2358,-48.0496,synthetic
synthetic,151.5483,-62.012,synthetic
synthetic,-156.6021,-58.3276,synthetic
synthetic,-97.8505,-173.4714,synthetic
synthetic,175.0469,52.6991,synthetic
synthetic,-120.9863,124.4832,synthetic
synthetic,63.335,150.7578,synthetic
synthetic,144.2261,-160.7583,synthetic
synthetic,-117.9502,-13.8165,synthetic
synthetic,90.5381,11.4688,synthetic
synthetic,-160.7551,-174.3968,synthetic
synthetic,-34.6711,76.3397,synthetic
synthetic,146.5306,102.8765,synthetic
synthetic,-125.8032,-127.6657,synthetic
synthetic,80.2242,162.0539,synthetic
synthetic,-165.1521,176.9471,synthetic
synthetic,-33.958,77.2205,synthetic
synthetic,-102.6585,112.7846,synthetic
synthetic,-70.3211,120.9947,synthetic
synthetic,-178.1161,170.1646,synthetic
synthetic,-58.6516,-62.4963,synthetic
synthetic,-29.5384,-165.6598,synthetic
synthetic,49.3145,52.514,synthetic
synthetic,172.3459,177.305,synthetic
synthetic,116.0106,162.3434,synthetic
synthetic,83.9965,175.3551,synthetic
synthetic,-2.2503,-96.0709,synthetic
synthetic,128.4869,-47.2573,synthetic
synthetic,-40.9682,-176.9732,synthetic
synthetic,59.8926,148.239,synthetic
synthetic,-119.1883,72.3861,synthetic
synthetic,-94.6994,131.4927,synthetic
synthetic,83.9125,22.4641,synthetic
synthetic,-34.0245,-173.3923,synthetic
synthetic,139.5423,113.6653,synthetic
synthetic,177.8689,37.7825,synthetic
synthetic,-173.4946,46.2728,synthetic
synthetic,-91.0993,-119.1935,synthetic
synthetic,55.1326,145.3554,synthetic
synthetic,-22.7584,112.9025,synthetic
synthetic,-63.428,144.5259,synthetic
synthetic,-170.1775,174.9376,synthetic
synthetic,-12.4606,-11.1186,synthetic
synthetic,-166.5831,154.0759,synthetic
synthetic,-83.4498,141.055,synthetic
synthetic,163.5429,-57.614,synthetic
synthetic,178.5502,167.8739,synthetic
synthetic,78.2972,-131.1635,synthetic
synthetic,177.9774,146.6078,synthetic
synthetic,-115.8723,132.0421,synthetic
synthetic,-81.9271,77.0909,synthetic
synthetic,-121.594,-174.5764,synthetic
synthetic,150.6068,2.3545,synthetic
synthetic,-12.5217,-17.904,synthetic
synthetic,-176.4973,126.6926,synthetic
synthetic,176.3912,42.752,synthetic
synthetic,-60.1796,20.7914,synthetic
synthetic,9.9443,-72.9521,synthetic
synthetic,66.4596,142.3953,synthetic
synthetic,114.2409,-68.2082,synthetic
synthetic,-173.0723,-38.0862,synthetic
synthetic,154.2829,-57.1579,synthetic
synthetic,80.8737,-66.9928,synthetic
synthetic,-160.6498,-174.3948,synthetic
synthetic,119.865,-75.1923,synthetic
synthetic,-6.2855,-11.6283,synthetic
